legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeEpochSeconds,segmentsDepartureTimeRaw,segmentsArrivalTimeEpochSeconds,segmentsArrivalTimeRaw,segmentsArrivalAirportCode,segmentsDepartureAirportCode,segmentsAirlineName,segmentsAirlineCode,segmentsEquipmentDescription,segmentsDurationInSeconds,segmentsDistance,segmentsCabinCode
948d26b3e5658762cd62f842c87ae46e,16/04/22,17/04/22,ATL,BOS,VAA0AKEN,PT8H10M,0,FALSE,FALSE,FALSE,213.02,252.6,2,1462,1650190200||1650210960,2022-04-17T06:10:00.000-04:00||2022-04-17T10:56:00.000-05:00,1650198000||1650219600,2022-04-17T07:20:00.000-05:00||2022-04-17T14:20:00.000-04:00,ORD||BOS,ATL||ORD,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737 MAX 9,7800||8640,600||862,coach||coach
cb345693479e84838dfaac346b8e8d6a,16/04/22,17/04/22,ATL,BOS,VNR,PT5H39M,0,FALSE,FALSE,FALSE,183,290.58,0,,1650187560||1650196800,2022-04-17T05:26:00.000-04:00||2022-04-17T08:00:00.000-04:00,1650194400||1650207900,2022-04-17T07:20:00.000-04:00||2022-04-17T11:05:00.000-04:00,FLL||BOS,ATL||FLL,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||,6840||11100,None||None,coach||coach
e1b95e4e6c997517f64ba5ea712bda22,16/04/22,17/04/22,ATL,BOS,KH0AUEY5,PT2H38M,0,FALSE,FALSE,TRUE,265.58,300.1,7,947,1650206700,2022-04-17T10:45:00.000-04:00,1650216180,2022-04-17T13:23:00.000-04:00,BOS,ATL,American Airlines,AA,,9480,947,coach
eaf033a044596f0a76b132a490927524,16/04/22,17/04/22,ATL,BOS,L0AJZNN1,PT4H17M,0,FALSE,FALSE,FALSE,260.47,302.11,1,956,1650233700||1650241500,2022-04-17T18:15:00.000-04:00||2022-04-17T20:25:00.000-04:00,1650238620||1650249120,2022-04-17T19:37:00.000-04:00||2022-04-17T22:32:00.000-04:00,CLT||BOS,ATL||CLT,American Airlines||American Airlines,AA||AA,Canadian Regional Jet 700||Airbus A321,4920||7620,228||728,coach||coach
721d9a2f66fe479e7c17b13e7ae0bb15,16/04/22,17/04/22,ATL,BOS,L0AJZNN1,PT4H36M,0,FALSE,FALSE,FALSE,260.47,302.11,1,956,1650207720||1650216420,2022-04-17T11:02:00.000-04:00||2022-04-17T13:27:00.000-04:00,1650212880||1650224280,2022-04-17T12:28:00.000-04:00||2022-04-17T15:38:00.000-04:00,CLT||BOS,ATL||CLT,American Airlines||American Airlines,AA||AA,Canadair Regional Jet 900||Airbus A321,5160||7860,228||728,coach||coach
a9f012defb9227f69bf76617b47f4c51,16/04/22,17/04/22,ATL,BOS,L0AJZNN1,PT4H45M,0,FALSE,FALSE,FALSE,260.47,302.11,1,956,1650226680||1650235920,2022-04-17T16:18:00.000-04:00||2022-04-17T18:52:00.000-04:00,1650230760||1650243780,2022-04-17T17:26:00.000-04:00||2022-04-17T21:03:00.000-04:00,CLT||BOS,ATL||CLT,American Airlines||American Airlines,AA||AA,Airbus A319||Boeing 737-800,4080||7860,228||728,coach||coach
676e25bb0ec021d335241354b668c674,16/04/22,17/04/22,ATL,BOS,L0AJZNN1,PT6H2M,0,FALSE,FALSE,FALSE,260.47,302.11,1,956,1650207720||1650221700,2022-04-17T11:02:00.000-04:00||2022-04-17T14:55:00.000-04:00,1650212880||1650229440,2022-04-17T12:28:00.000-04:00||2022-04-17T17:04:00.000-04:00,CLT||BOS,ATL||CLT,American Airlines||American Airlines,AA||AA,Canadair Regional Jet 900||Airbus A320,5160||7740,228||728,coach||coach
712a4b5789013e5a4a3e499164309da8,16/04/22,17/04/22,ATL,BOS,L0AJZNN1,PT6H14M,0,FALSE,FALSE,FALSE,260.47,302.11,1,956,1650226680||1650241500,2022-04-17T16:18:00.000-04:00||2022-04-17T20:25:00.000-04:00,1650230760||1650249120,2022-04-17T17:26:00.000-04:00||2022-04-17T22:32:00.000-04:00,CLT||BOS,ATL||CLT,American Airlines||American Airlines,AA||AA,Airbus A319||Airbus A321,4080||7620,228||728,coach||coach
a6a69aee2e8f75f9b12a5f6b60e65b59,16/04/22,17/04/22,ATL,BOS,WAA0AHBN,PT9H46M,1,TRUE,FALSE,FALSE,258.6,307.2,9,947,1650244980||1650276000,2022-04-17T21:23:00.000-04:00||2022-04-18T06:00:00.000-04:00,1650253320||1650280140,2022-04-17T23:42:00.000-04:00||2022-04-18T07:09:00.000-04:00,EWR||BOS,ATL||EWR,United||United,UA||UA,Airbus A319||Airbus A319,8340||4140,762||185,coach||coach
fcf84a2b44a9fe185a4cebf5cee2e704,16/04/22,17/04/22,ATL,BOS,WAA0AHBN,PT11H1M,1,TRUE,FALSE,FALSE,258.6,307.2,9,947,1650244980||1650280500,2022-04-17T21:23:00.000-04:00||2022-04-18T07:15:00.000-04:00,1650253320||1650284640,2022-04-17T23:42:00.000-04:00||2022-04-18T08:24:00.000-04:00,EWR||BOS,ATL||EWR,United||United,UA||UA,Airbus A319||Airbus A320,8340||4140,762||185,coach||coach
178742e9c46c9627147449926f997622,16/04/22,17/04/22,ATL,BOS,WAA0AHBN,PT11H17M,1,TRUE,FALSE,FALSE,258.6,307.2,9,947,1650239520||1650276000,2022-04-17T19:52:00.000-04:00||2022-04-18T06:00:00.000-04:00,1650248400||1650280140,2022-04-17T22:20:00.000-04:00||2022-04-18T07:09:00.000-04:00,EWR||BOS,ATL||EWR,United||United,UA||UA,Embraer 170||Airbus A319,8880||4140,762||185,coach||coach
912ef0fbca3f88a86af24bdc1c1c6c0a,16/04/22,17/04/22,ATL,BOS,YNR,PT12H19M,1,FALSE,FALSE,FALSE,204,311.58,0,,1650218040||1650251460,2022-04-17T13:54:00.000-04:00||2022-04-17T23:11:00.000-04:00,1650224700||1650262380,2022-04-17T15:45:00.000-04:00||2022-04-18T02:13:00.000-04:00,FLL||BOS,ATL||FLL,Spirit Airlines||Spirit Airlines,NK||NK,||AIRBUS INDUSTRIE A320 SHARKLETS,6660||10920,None||None,coach||coach
79c4a172ab07916313f5e8abec0bb1db,16/04/22,17/04/22,ATL,BOS,QAA0OKEN,PT6H17M,0,FALSE,FALSE,FALSE,274.42,318.6,1,1462,1650207780||1650222000,2022-04-17T11:03:00.000-04:00||2022-04-17T14:00:00.000-05:00,1650214980||1650230400,2022-04-17T12:03:00.000-05:00||2022-04-17T17:20:00.000-04:00,ORD||BOS,ATL||ORD,United||United,UA||UA,Airbus A320||Boeing 737-900,7200||8400,600||862,coach||coach
9863a0e6a923c09fab658b038299c8d5,16/04/22,17/04/22,ATL,BOS,QAA0OKEN,PT6H25M,1,FALSE,FALSE,FALSE,274.42,318.6,1,1462,1650232380||1650247500,2022-04-17T17:53:00.000-04:00||2022-04-17T21:05:00.000-05:00,1650239580||1650255480,2022-04-17T18:53:00.000-05:00||2022-04-18T00:18:00.000-04:00,ORD||BOS,ATL||ORD,United||United,UA||UA,Airbus A320||Embraer 175 (Enhanced Winglets),7200||7980,600||862,coach||coach
9401afa39f1ad4275c73a66786500992,16/04/22,17/04/22,ATL,BOS,QA0OX0MC,PT2H32M,0,FALSE,FALSE,TRUE,292.09,328.6,9,947,1650245100,2022-04-17T21:25:00.000-04:00,1650254220,2022-04-17T23:57:00.000-04:00,BOS,ATL,Delta,DL,Boeing 757,9120,947,coach
24c07cf38de8a7a0ed2d7709168042a8,16/04/22,17/04/22,ATL,BOS,QH0KUEL1,PT2H44M,0,FALSE,FALSE,TRUE,316.73,355.09,7,947,1650233220,2022-04-17T18:07:00.000-04:00,1650243060,2022-04-17T20:51:00.000-04:00,BOS,ATL,JetBlue Airways,B6,,9840,947,coach
5c132806994b4b0c7c87b90a7d1dfa2c,16/04/22,17/04/22,ATL,BOS,HA0QA0MQ,PT2H33M,0,FALSE,FALSE,TRUE,357.21,398.6,9,947,1650222600,2022-04-17T15:10:00.000-04:00,1650231780,2022-04-17T17:43:00.000-04:00,BOS,ATL,Delta,DL,Airbus A321,9180,947,coach
43eaa7e045b3e8a3157e5e38a31696c9,16/04/22,17/04/22,ATL,BOS,HA0QA0MQ,PT2H35M,0,FALSE,FALSE,TRUE,357.21,398.6,2,947,1650234540,2022-04-17T18:29:00.000-04:00,1650243840,2022-04-17T21:04:00.000-04:00,BOS,ATL,Delta,DL,Airbus A321,9300,947,coach
4228d70f70f9ebd1f8cbea9bda172e74,16/04/22,17/04/22,ATL,BOS,HA0QA0MQ,PT2H38M,0,FALSE,FALSE,TRUE,357.21,398.6,9,947,1650226200,2022-04-17T16:10:00.000-04:00,1650235680,2022-04-17T18:48:00.000-04:00,BOS,ATL,Delta,DL,,9480,947,coach
f089dc3fa43d8a196213d2140b766d55,16/04/22,17/04/22,ATL,BOS,QAA0JHES,PT4H40M,0,FALSE,FALSE,FALSE,356.28,406.6,1,947,1650231840||1650243540,2022-04-17T17:44:00.000-04:00||2022-04-17T20:59:00.000-04:00,1650240420||1650248640,2022-04-17T20:07:00.000-04:00||2022-04-17T22:24:00.000-04:00,EWR||BOS,ATL||EWR,United||United,UA||UA,Boeing 737-700||Boeing 737-900,8580||5100,762||185,coach||coach
15ba869216430a466549c8efcd3bb109,16/04/22,17/04/22,ATL,BOS,QAA0JHES,PT5H25M,0,FALSE,FALSE,FALSE,356.28,406.6,1,947,1650209100||1650224160,2022-04-17T11:25:00.000-04:00||2022-04-17T15:36:00.000-04:00,1650217380||1650228600,2022-04-17T13:43:00.000-04:00||2022-04-17T16:50:00.000-04:00,EWR||BOS,ATL||EWR,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Airbus A319,8280||4440,762||185,coach||coach
68063b78f62c81ac88820015908ac208,16/04/22,17/04/22,ATL,BOS,HH0KUEY5,PT2H44M,0,FALSE,FALSE,TRUE,367.98,410.18,1,947,1650233220,2022-04-17T18:07:00.000-04:00,1650243060,2022-04-17T20:51:00.000-04:00,BOS,ATL,American Airlines,AA,,9840,947,coach
758560f5ea68263f52f418286c8d6b7d,16/04/22,17/04/22,ATL,BOS,EAA0OKEN,PT5H26M,0,FALSE,FALSE,FALSE,453.95,511.6,1,947,1650216240||1650229920,2022-04-17T13:24:00.000-04:00||2022-04-17T17:12:00.000-04:00,1650222900||1650235800,2022-04-17T15:15:00.000-04:00||2022-04-17T18:50:00.000-04:00,IAD||BOS,ATL||IAD,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Embraer 175 (Enhanced Winglets),6660||5880,541||406,coach||coach
d3f144017875166ea860f4929a528fed,16/04/22,17/04/22,ATL,CLT,V0AHZNN1,PT6H25M,0,FALSE,FALSE,FALSE,338.6,387.6,1,1192,1650220740||1650236520,2022-04-17T14:39:00.000-04:00||2022-04-17T18:02:00.000-05:00,1650228840||1650243840,2022-04-17T15:54:00.000-05:00||2022-04-17T21:04:00.000-04:00,ORD||CLT,ATL||ORD,American Airlines||American Airlines,AA||AA,Embraer 175||Boeing 737-800,8100||7320,600||592,coach||coach
8a6ab300fc0b1f1aa1da065091f878fb,16/04/22,17/04/22,ATL,CLT,VAA0JKEN,PT4H23M,0,FALSE,FALSE,FALSE,339.53,388.6,2,868,1650187800||1650198000,2022-04-17T05:30:00.000-04:00||2022-04-17T08:20:00.000-04:00,1650194280||1650203580,2022-04-17T07:18:00.000-04:00||2022-04-17T09:53:00.000-04:00,IAD||CLT,ATL||IAD,United||United,UA||UA,Airbus A319||Embraer 175 (Enhanced Winglets),6480||5580,541||327,coach||coach
33dba4888a3a68195d53ec2cc8b0a2d6,16/04/22,17/04/22,ATL,CLT,M0AHZNN1,PT1H8M,0,FALSE,FALSE,TRUE,357.21,398.6,6,228,1650226680,2022-04-17T16:18:00.000-04:00,1650230760,2022-04-17T17:26:00.000-04:00,CLT,ATL,American Airlines,AA,Airbus A319,4080,228,coach
c845939967043028ed636265d9858c98,16/04/22,17/04/22,ATL,CLT,MA0QA0MQ,PT1H10M,0,FALSE,FALSE,TRUE,357.21,398.6,6,228,1650230880,2022-04-17T17:28:00.000-04:00,1650235080,2022-04-17T18:38:00.000-04:00,CLT,ATL,Delta,DL,Boeing 717,4200,228,coach
ce7fc430dda2de28280b107bbd9bdde9,16/04/22,17/04/22,ATL,CLT,MA0QA0MQ,PT1H11M,1,FALSE,FALSE,TRUE,357.21,398.6,9,228,1650251400,2022-04-17T23:10:00.000-04:00,1650255660,2022-04-18T00:21:00.000-04:00,CLT,ATL,Delta,DL,Boeing 717,4260,228,coach
755bc876091cb5997260bd99361b9e8e,16/04/22,17/04/22,ATL,CLT,MA0QA0MQ,PT1H11M,0,FALSE,FALSE,TRUE,357.21,398.6,9,228,1650212460,2022-04-17T12:21:00.000-04:00,1650216720,2022-04-17T13:32:00.000-04:00,CLT,ATL,Delta,DL,Boeing 717,4260,228,coach
37fa5869a691efc56a308dc636280c68,16/04/22,17/04/22,ATL,CLT,MA0QA0MQ,PT1H13M,0,FALSE,FALSE,TRUE,357.21,398.6,4,228,1650207600,2022-04-17T11:00:00.000-04:00,1650211980,2022-04-17T12:13:00.000-04:00,CLT,ATL,Delta,DL,Boeing 717,4380,228,coach
e121392f988f65cb003643978e5c68d8,16/04/22,17/04/22,ATL,CLT,MA0QA0MQ,PT1H14M,0,FALSE,FALSE,TRUE,357.21,398.6,9,228,1650194400,2022-04-17T07:20:00.000-04:00,1650198840,2022-04-17T08:34:00.000-04:00,CLT,ATL,Delta,DL,Boeing 717,4440,228,coach
0f4f714611896ddd63accedfa9050cd9,16/04/22,17/04/22,ATL,CLT,MA0QA0MQ,PT1H14M,0,FALSE,FALSE,TRUE,357.21,398.6,3,228,1650237600,2022-04-17T19:20:00.000-04:00,1650242040,2022-04-17T20:34:00.000-04:00,CLT,ATL,Delta,DL,Boeing 717,4440,228,coach
270a3e706e403f1d6d383c127d1647e9,16/04/22,17/04/22,ATL,CLT,MA0QA0MQ,PT1H17M,0,FALSE,FALSE,TRUE,357.21,398.6,4,228,1650222900,2022-04-17T15:15:00.000-04:00,1650227520,2022-04-17T16:32:00.000-04:00,CLT,ATL,Delta,DL,Boeing 717,4620,228,coach
99666577c217e0a6b54a17e2f8ab9a7b,16/04/22,17/04/22,ATL,CLT,M0AHZNN1,PT1H21M,0,FALSE,FALSE,TRUE,357.21,398.6,7,228,1650193200,2022-04-17T07:00:00.000-04:00,1650198060,2022-04-17T08:21:00.000-04:00,CLT,ATL,American Airlines,AA,Airbus A319,4860,228,coach
dc2eda19b0499170f1f7f8c5a179ac07,16/04/22,17/04/22,ATL,CLT,M0AHZNN1,PT1H22M,0,FALSE,FALSE,TRUE,357.21,398.6,1,228,1650233700,2022-04-17T18:15:00.000-04:00,1650238620,2022-04-17T19:37:00.000-04:00,CLT,ATL,American Airlines,AA,Canadian Regional Jet 700,4920,228,coach
a3538341dedeb12798f130dd6c1e1e01,16/04/22,17/04/22,ATL,CLT,M0AHZNN1,PT1H26M,0,FALSE,FALSE,TRUE,357.21,398.6,3,228,1650207720,2022-04-17T11:02:00.000-04:00,1650212880,2022-04-17T12:28:00.000-04:00,CLT,ATL,American Airlines,AA,Canadair Regional Jet 900,5160,228,coach
c1b459e641c768522054510f828fef9c,16/04/22,17/04/22,ATL,CLT,M0AHZNN1,PT1H30M,0,FALSE,FALSE,TRUE,357.21,398.6,4,228,1650198000,2022-04-17T08:20:00.000-04:00,1650203400,2022-04-17T09:50:00.000-04:00,CLT,ATL,American Airlines,AA,Airbus A320,5400,228,coach
eb1f503b7ddf16f50c7214ed53fa9409,16/04/22,17/04/22,ATL,CLT,VAA0AKEN,PT10H57M,0,FALSE,FALSE,FALSE,349.76,405.19,1,1192,1650190200||1650221700,2022-04-17T06:10:00.000-04:00||2022-04-17T13:55:00.000-05:00,1650198000||1650229620,2022-04-17T07:20:00.000-05:00||2022-04-17T17:07:00.000-04:00,ORD||CLT,ATL||ORD,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Embraer 170,7800||7920,600||592,coach||coach
2f16eb22d9347d4122949c3fb0a93445,16/04/22,17/04/22,ATL,CLT,QAA0JHES,PT5H6M,0,FALSE,FALSE,FALSE,436.28,492.6,1,1307,1650209100||1650220200,2022-04-17T11:25:00.000-04:00||2022-04-17T14:30:00.000-04:00,1650217380||1650227460,2022-04-17T13:43:00.000-04:00||2022-04-17T16:31:00.000-04:00,EWR||CLT,ATL||EWR,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Embraer 170,8280||7260,762||545,coach||coach
cc7ca757dcd0ff76b2f0b4eb37419886,16/04/22,17/04/22,ATL,CLT,QAA0JHES,PT5H52M,0,FALSE,FALSE,FALSE,436.28,492.6,1,1307,1650231840||1650245520,2022-04-17T17:44:00.000-04:00||2022-04-17T21:32:00.000-04:00,1650240420||1650252960,2022-04-17T20:07:00.000-04:00||2022-04-17T23:36:00.000-04:00,EWR||CLT,ATL||EWR,United||United,UA||UA,Boeing 737-700||Embraer 170,8580||7440,762||545,coach||coach
530b3a529421fba4f8b0acea9ecd03b0,16/04/22,17/04/22,ATL,CLT,QAA0JHES,PT8H28M,0,FALSE,FALSE,FALSE,436.28,492.6,1,1307,1650222480||1650245520,2022-04-17T15:08:00.000-04:00||2022-04-17T21:32:00.000-04:00,1650231780||1650252960,2022-04-17T17:43:00.000-04:00||2022-04-17T23:36:00.000-04:00,EWR||CLT,ATL||EWR,United||United,UA||UA,Embraer 170||Embraer 170,9300||7440,762||545,coach||coach
adf4519f6153567d3fc4631363fb669a,16/04/22,17/04/22,ATL,CLT,QAA0JHES,PT9H48M,0,FALSE,FALSE,FALSE,436.28,498.2,1,1307,1650217680||1650245520,2022-04-17T13:48:00.000-04:00||2022-04-17T21:32:00.000-04:00,1650226020||1650252960,2022-04-17T16:07:00.000-04:00||2022-04-17T23:36:00.000-04:00,EWR||CLT,ATL||EWR,United||United,UA||UA,Embraer 170||Embraer 170,8340||7440,762||545,coach||coach
1b2084397393607a0944ac52ea3f3075,16/04/22,17/04/22,ATL,CLT,QAA0JHES,PT12H11M,0,FALSE,FALSE,FALSE,436.28,498.2,1,1307,1650209100||1650245520,2022-04-17T11:25:00.000-04:00||2022-04-17T21:32:00.000-04:00,1650217380||1650252960,2022-04-17T13:43:00.000-04:00||2022-04-17T23:36:00.000-04:00,EWR||CLT,ATL||EWR,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Embraer 170,8280||7440,762||545,coach||coach
a291a2b5ac19223c3407cfec58d1fc24,16/04/22,17/04/22,ATL,CLT,VH0AUEL1,PT8H48M,0,FALSE,FALSE,FALSE,482.79,542.6,7,1675,1650206700||1650229500,2022-04-17T10:45:00.000-04:00||2022-04-17T17:05:00.000-04:00,1650216180||1650238380,2022-04-17T13:23:00.000-04:00||2022-04-17T19:33:00.000-04:00,BOS||CLT,ATL||BOS,JetBlue Airways||JetBlue Airways,B6||B6,||Embraer 190,9480||8880,947||728,coach||coach
010e9d6cf62242862111a515d5f47f5d,16/04/22,17/04/22,ATL,CLT,H0APZNN1,PT1H26M,0,FALSE,FALSE,TRUE,506.98,559.6,1,228,1650218400,2022-04-17T14:00:00.000-04:00,1650223560,2022-04-17T15:26:00.000-04:00,CLT,ATL,American Airlines,AA,Canadian Regional Jet 700,5160,228,coach
3a3a69378bf84af8c2bbd5363f9e6641,16/04/22,17/04/22,ATL,CLT,V0AJZSN1,PT12H,1,FALSE,FALSE,FALSE,528.37,597.2,1,1307,1650240600||1650276000,2022-04-17T20:10:00.000-04:00||2022-04-18T06:00:00.000-04:00,1650249120||1650283800,2022-04-17T22:32:00.000-04:00||2022-04-18T08:10:00.000-04:00,LGA||CLT,ATL||LGA,American Airlines||American Airlines,AA||AA,Embraer 170||Airbus A321,8520||7800,762||545,coach||coach
5dcea6820b64516095a8fa4fcc987015,16/04/22,17/04/22,ATL,DEN,D00YXS2,PT3H28M,1,FALSE,FALSE,TRUE,111.05,133.98,4,1207,1650250740,2022-04-17T22:59:00.000-04:00,1650263220,2022-04-18T00:27:00.000-06:00,DEN,ATL,Frontier Airlines,F9,,12480,1207,coach
688b7651cc04606ca1d1a903753aa3ca,16/04/22,17/04/22,ATL,DEN,TNR,PT10H32M,0,FALSE,FALSE,FALSE,87,194.58,0,,1650187560||1650209400,2022-04-17T05:26:00.000-04:00||2022-04-17T11:30:00.000-04:00,1650194400||1650225480,2022-04-17T07:20:00.000-04:00||2022-04-17T13:58:00.000-06:00,FLL||DEN,ATL||FLL,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||,6840||16080,None||None,coach||coach
60cde6285cef2ea1bf0bc492e5ea7d74,16/04/22,17/04/22,ATL,DEN,QA0NA0MQ,PT3H12M,0,FALSE,FALSE,TRUE,262.33,296.61,9,1207,1650214080,2022-04-17T12:48:00.000-04:00,1650225600,2022-04-17T14:00:00.000-06:00,DEN,ATL,Delta,DL,Airbus A321,11520,1207,coach
23120be745e40290c1fe4171c9d9e570,16/04/22,17/04/22,ATL,DEN,QA0NA0MQ,PT3H14M,0,FALSE,FALSE,TRUE,262.33,296.61,9,1207,1650217740,2022-04-17T13:49:00.000-04:00,1650229380,2022-04-17T15:03:00.000-06:00,DEN,ATL,Delta,DL,Airbus A321,11640,1207,coach
